IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.17.78.4,4,4,0.00,13.64,0.00,N/A
104.17.48.213,4,4,0.00,13.64,0.00,N/A
104.17.168.123,4,4,0.00,13.65,0.00,N/A
104.17.71.197,4,4,0.00,13.66,0.00,N/A
104.17.52.154,4,4,0.00,13.67,0.00,N/A
104.17.49.141,4,4,0.00,13.67,0.00,N/A
104.16.211.160,4,4,0.00,13.67,0.00,N/A
104.17.172.215,4,4,0.00,13.67,0.00,N/A
104.16.208.136,4,4,0.00,13.68,0.00,N/A
104.16.228.178,4,4,0.00,13.69,0.00,N/A
104.17.85.204,4,4,0.00,13.69,0.00,N/A
104.19.138.144,4,4,0.00,13.70,0.00,N/A
104.16.203.160,4,4,0.00,13.71,0.00,N/A
104.16.239.63,4,4,0.00,13.71,0.00,N/A
104.19.90.156,4,4,0.00,13.72,0.00,N/A
104.19.38.253,4,4,0.00,13.72,0.00,N/A
104.16.205.189,4,4,0.00,13.72,0.00,N/A
104.17.77.222,4,4,0.00,13.73,0.00,N/A
104.16.204.137,4,4,0.00,13.74,0.00,N/A
104.17.20.173,4,4,0.00,13.74,0.00,N/A
104.16.225.34,4,4,0.00,13.74,0.00,N/A
104.16.143.179,4,4,0.00,13.74,0.00,N/A
104.19.79.141,4,4,0.00,13.75,0.00,N/A
104.17.72.174,4,4,0.00,13.75,0.00,N/A
104.16.244.177,4,4,0.00,13.76,0.00,N/A
104.17.70.221,4,4,0.00,13.76,0.00,N/A
104.16.229.160,4,4,0.00,13.76,0.00,N/A
104.17.21.82,4,4,0.00,13.76,0.00,N/A
104.16.245.172,4,4,0.00,13.77,0.00,N/A
104.16.243.7,4,4,0.00,13.77,0.00,N/A
104.16.249.97,4,4,0.00,13.77,0.00,N/A
104.19.88.101,4,4,0.00,13.77,0.00,N/A
104.17.14.43,4,4,0.00,13.78,0.00,N/A
104.17.113.69,4,4,0.00,13.78,0.00,N/A
104.18.43.210,4,4,0.00,13.78,0.00,N/A
104.16.227.38,4,4,0.00,13.79,0.00,N/A
104.17.23.201,4,4,0.00,13.80,0.00,N/A
104.17.67.23,4,4,0.00,13.81,0.00,N/A
104.17.68.169,4,4,0.00,13.81,0.00,N/A
104.17.111.219,4,4,0.00,13.82,0.00,N/A
104.17.107.82,4,4,0.00,13.82,0.00,N/A
104.17.69.128,4,4,0.00,13.82,0.00,N/A
104.17.115.54,4,4,0.00,13.83,0.00,N/A
104.18.30.74,4,4,0.00,13.83,0.00,N/A
104.17.24.12,4,4,0.00,13.83,0.00,N/A
104.19.122.58,4,4,0.00,13.83,0.00,N/A
104.19.89.188,4,4,0.00,13.84,0.00,N/A
104.17.104.77,4,4,0.00,13.85,0.00,N/A
104.17.232.170,4,4,0.00,13.86,0.00,N/A
104.16.252.248,4,4,0.00,13.86,0.00,N/A
104.17.242.46,4,4,0.00,13.86,0.00,N/A
104.17.25.69,4,4,0.00,13.86,0.00,N/A
104.17.244.117,4,4,0.00,13.87,0.00,N/A
104.18.40.14,4,4,0.00,13.87,0.00,N/A
104.17.7.9,4,4,0.00,13.87,0.00,N/A
104.17.143.10,4,4,0.00,13.88,0.00,N/A
104.17.114.238,4,4,0.00,13.88,0.00,N/A
104.19.175.184,4,4,0.00,13.89,0.00,N/A
104.17.64.57,4,4,0.00,13.90,0.00,N/A
104.17.152.138,4,4,0.00,13.91,0.00,N/A
104.19.133.65,4,4,0.00,13.91,0.00,N/A
104.16.240.0,4,4,0.00,13.92,0.00,N/A
104.18.245.218,4,4,0.00,13.94,0.00,N/A
104.18.161.12,4,4,0.00,13.97,0.00,N/A
104.18.163.170,4,4,0.00,13.97,0.00,N/A
104.17.22.100,4,4,0.00,13.99,0.00,N/A
104.17.6.241,4,4,0.00,14.00,0.00,N/A
104.16.147.11,4,4,0.00,14.01,0.00,N/A
104.19.130.196,4,4,0.00,14.02,0.00,N/A
104.18.74.108,4,4,0.00,14.03,0.00,N/A
104.18.244.100,4,4,0.00,14.04,0.00,N/A
104.19.43.143,4,4,0.00,14.05,0.00,N/A
104.17.136.227,4,4,0.00,14.08,0.00,N/A
104.18.111.22,4,4,0.00,14.08,0.00,N/A
104.17.19.93,4,4,0.00,14.08,0.00,N/A
104.17.126.6,4,4,0.00,14.09,0.00,N/A
104.19.47.82,4,4,0.00,14.09,0.00,N/A
104.17.102.107,4,4,0.00,14.11,0.00,N/A
104.17.158.125,4,4,0.00,14.13,0.00,N/A
104.18.24.122,4,4,0.00,14.15,0.00,N/A
104.19.115.39,4,4,0.00,14.15,0.00,N/A
104.17.47.154,4,4,0.00,14.15,0.00,N/A
104.18.73.57,4,4,0.00,14.16,0.00,N/A
104.17.45.244,4,4,0.00,14.18,0.00,N/A
104.18.194.187,4,4,0.00,14.19,0.00,N/A
104.16.223.33,4,4,0.00,14.21,0.00,N/A
104.17.63.244,4,4,0.00,14.23,0.00,N/A
104.17.101.9,4,4,0.00,14.23,0.00,N/A
104.17.46.109,4,4,0.00,14.23,0.00,N/A
104.16.232.56,4,4,0.00,14.24,0.00,N/A
104.18.94.123,4,4,0.00,14.25,0.00,N/A
104.17.98.214,4,4,0.00,14.25,0.00,N/A
104.18.17.208,4,4,0.00,14.27,0.00,N/A
172.64.40.83,4,4,0.00,14.28,0.00,N/A
104.17.139.38,4,4,0.00,14.33,0.00,N/A
104.18.232.47,4,4,0.00,14.34,0.00,N/A
104.16.230.189,4,4,0.00,14.37,0.00,N/A
104.17.187.238,4,4,0.00,14.37,0.00,N/A
104.18.153.56,4,4,0.00,14.40,0.00,N/A
104.17.183.57,4,4,0.00,14.46,0.00,N/A
104.16.242.63,4,4,0.00,14.46,0.00,N/A
104.17.97.35,4,4,0.00,14.47,0.00,N/A
104.17.134.35,4,4,0.00,14.48,0.00,N/A
104.17.179.149,4,4,0.00,14.52,0.00,N/A
104.18.149.210,4,4,0.00,14.53,0.00,N/A
104.18.173.229,4,4,0.00,14.54,0.00,N/A
104.19.74.175,4,4,0.00,14.55,0.00,N/A
104.18.225.44,4,4,0.00,14.59,0.00,N/A
104.17.94.161,4,4,0.00,14.60,0.00,N/A
104.19.80.154,4,4,0.00,14.61,0.00,N/A
104.17.122.236,4,4,0.00,14.67,0.00,N/A
104.17.164.56,4,4,0.00,14.68,0.00,N/A
104.17.80.155,4,4,0.00,14.69,0.00,N/A
104.17.2.153,4,4,0.00,14.69,0.00,N/A
104.17.180.222,4,4,0.00,14.69,0.00,N/A
104.17.57.92,4,4,0.00,14.73,0.00,N/A
104.16.193.47,4,4,0.00,14.74,0.00,N/A
104.17.84.250,4,4,0.00,14.81,0.00,N/A
104.17.43.66,4,4,0.00,14.81,0.00,N/A
104.17.74.189,4,4,0.00,14.83,0.00,N/A
104.16.253.31,4,4,0.00,14.88,0.00,N/A
104.19.4.113,4,4,0.00,14.88,0.00,N/A
104.17.86.165,4,4,0.00,14.89,0.00,N/A
104.17.171.72,4,4,0.00,14.90,0.00,N/A
104.17.4.238,4,4,0.00,14.93,0.00,N/A
104.19.40.197,4,4,0.00,14.96,0.00,N/A
104.16.241.196,4,4,0.00,15.00,0.00,N/A
104.17.167.173,4,4,0.00,15.02,0.00,N/A
104.17.38.137,4,4,0.00,15.04,0.00,N/A
104.17.66.135,4,4,0.00,15.04,0.00,N/A
104.17.75.210,4,4,0.00,15.04,0.00,N/A
104.16.238.14,4,4,0.00,15.06,0.00,N/A
104.17.39.186,4,4,0.00,15.07,0.00,N/A
104.17.15.57,4,4,0.00,15.10,0.00,N/A
104.17.65.77,4,4,0.00,15.10,0.00,N/A
104.17.41.57,4,4,0.00,15.10,0.00,N/A
104.16.231.101,4,4,0.00,15.11,0.00,N/A
104.17.117.174,4,4,0.00,15.11,0.00,N/A
104.17.56.206,4,4,0.00,15.11,0.00,N/A
104.17.81.199,4,4,0.00,15.12,0.00,N/A
104.17.79.84,4,4,0.00,15.12,0.00,N/A
104.16.248.240,4,4,0.00,15.13,0.00,N/A
104.17.44.60,4,4,0.00,15.16,0.00,N/A
104.16.254.30,4,4,0.00,15.17,0.00,N/A
104.17.58.216,4,4,0.00,15.18,0.00,N/A
104.16.236.201,4,4,0.00,15.19,0.00,N/A
104.17.54.11,4,4,0.00,15.23,0.00,N/A
104.17.8.30,4,4,0.00,15.24,0.00,N/A
104.18.150.49,4,4,0.00,15.26,0.00,N/A
104.17.76.226,4,4,0.00,15.27,0.00,N/A
104.17.40.203,4,4,0.00,15.28,0.00,N/A
104.17.13.64,4,4,0.00,15.29,0.00,N/A
104.17.42.162,4,4,0.00,15.30,0.00,N/A
104.17.33.15,4,4,0.00,15.35,0.00,N/A
104.17.73.153,4,4,0.00,15.36,0.00,N/A
104.19.5.193,4,4,0.00,15.37,0.00,N/A
104.16.251.99,4,4,0.00,15.39,0.00,N/A
104.17.10.110,4,4,0.00,15.39,0.00,N/A
104.17.197.216,4,4,0.00,15.40,0.00,N/A
104.17.194.55,4,4,0.00,15.42,0.00,N/A
104.16.226.40,4,4,0.00,15.43,0.00,N/A
104.19.55.123,4,4,0.00,15.62,0.00,N/A
104.16.233.59,4,4,0.00,15.65,0.00,N/A
104.16.224.28,4,4,0.00,15.66,0.00,N/A
104.17.88.253,4,4,0.00,15.87,0.00,N/A
104.17.128.91,4,4,0.00,15.88,0.00,N/A
104.17.109.229,4,4,0.00,15.96,0.00,N/A
104.16.215.173,4,4,0.00,15.98,0.00,N/A
104.16.216.196,4,4,0.00,16.00,0.00,N/A
104.17.5.120,4,4,0.00,16.05,0.00,N/A
104.16.207.152,4,4,0.00,16.11,0.00,N/A
104.17.89.230,4,4,0.00,16.16,0.00,N/A
104.17.62.137,4,4,0.00,16.54,0.00,N/A
104.17.53.155,4,4,0.00,16.56,0.00,N/A
104.16.246.171,4,4,0.00,16.62,0.00,N/A
104.17.55.104,4,4,0.00,16.64,0.00,N/A
104.17.99.86,4,4,0.00,16.72,0.00,N/A
104.17.60.32,4,4,0.00,16.78,0.00,N/A
104.17.50.67,4,4,0.00,16.82,0.00,N/A
104.17.59.59,4,4,0.00,16.87,0.00,N/A
104.17.17.183,4,4,0.00,16.90,0.00,N/A
104.17.93.93,4,4,0.00,17.02,0.00,N/A
104.17.9.30,4,4,0.00,17.45,0.00,N/A
104.17.61.83,4,4,0.00,17.98,0.00,N/A
172.64.234.164,4,4,0.00,19.49,0.00,N/A
103.31.4.125,4,4,0.00,20.70,0.00,N/A
162.159.234.233,4,4,0.00,25.20,0.00,N/A
162.159.224.231,4,4,0.00,30.16,0.00,N/A
104.29.154.227,4,4,0.00,31.75,0.00,N/A
162.159.39.37,4,4,0.00,31.85,0.00,N/A
198.41.218.124,4,4,0.00,31.88,0.00,N/A
162.159.38.37,4,4,0.00,31.92,0.00,N/A
162.159.44.197,4,4,0.00,31.99,0.00,N/A
162.159.45.90,4,4,0.00,32.03,0.00,N/A
172.64.78.134,4,4,0.00,32.97,0.00,N/A
104.29.152.123,4,4,0.00,34.11,0.00,N/A
104.29.157.112,4,4,0.00,37.28,0.00,N/A
104.29.156.150,4,4,0.00,45.05,0.00,N/A
104.29.159.3,4,4,0.00,58.02,0.00,N/A
104.29.125.252,4,4,0.00,111.78,0.00,N/A
104.29.126.22,4,4,0.00,112.08,0.00,N/A
104.29.124.144,4,4,0.00,112.43,0.00,N/A
104.29.127.170,4,4,0.00,112.65,0.00,N/A
104.29.111.230,4,4,0.00,112.70,0.00,N/A
104.29.144.108,4,4,0.00,114.68,0.00,N/A
104.29.147.140,4,4,0.00,120.85,0.00,N/A
162.159.160.167,4,4,0.00,123.29,0.00,N/A
104.29.140.48,4,4,0.00,124.94,0.00,N/A
104.29.146.238,4,4,0.00,133.54,0.00,N/A
104.29.136.194,4,4,0.00,136.16,0.00,N/A
104.29.137.1,4,4,0.00,137.87,0.00,N/A
104.29.153.83,4,4,0.00,138.28,0.00,N/A
104.29.142.195,4,4,0.00,139.33,0.00,N/A
104.29.143.159,4,4,0.00,140.03,0.00,N/A
104.30.128.206,4,4,0.00,172.00,0.00,N/A
104.29.132.119,4,4,0.00,189.89,0.00,N/A
104.29.138.138,4,4,0.00,194.20,0.00,N/A
