IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
162.159.14.171,4,4,0.00,3.71,0.00,N/A
172.66.207.123,4,4,0.00,3.72,0.00,N/A
104.24.174.65,4,4,0.00,3.73,0.00,N/A
172.66.155.41,4,4,0.00,3.75,0.00,N/A
162.159.247.103,4,4,0.00,3.75,0.00,N/A
172.66.144.25,4,4,0.00,3.76,0.00,N/A
104.27.17.90,4,4,0.00,3.76,0.00,N/A
104.16.0.182,4,4,0.00,3.77,0.00,N/A
104.27.28.179,4,4,0.00,3.78,0.00,N/A
104.27.125.145,4,4,0.00,3.79,0.00,N/A
162.159.254.235,4,4,0.00,3.79,0.00,N/A
141.101.115.215,4,4,0.00,3.81,0.00,N/A
104.27.30.170,4,4,0.00,3.81,0.00,N/A
141.101.114.33,4,4,0.00,3.81,0.00,N/A
172.66.201.9,4,4,0.00,3.81,0.00,N/A
190.93.245.76,4,4,0.00,3.82,0.00,N/A
162.159.246.223,4,4,0.00,3.84,0.00,N/A
162.159.11.156,4,4,0.00,3.84,0.00,N/A
104.24.155.155,4,4,0.00,3.85,0.00,N/A
104.27.18.165,4,4,0.00,3.85,0.00,N/A
162.159.249.253,4,4,0.00,3.85,0.00,N/A
188.114.99.205,4,4,0.00,3.87,0.00,N/A
104.24.149.126,4,4,0.00,3.87,0.00,N/A
172.67.135.156,4,4,0.00,3.88,0.00,N/A
172.66.138.220,4,4,0.00,3.88,0.00,N/A
172.66.160.137,4,4,0.00,3.90,0.00,N/A
172.66.200.235,4,4,0.00,3.90,0.00,N/A
172.66.141.251,4,4,0.00,3.91,0.00,N/A
172.66.213.226,4,4,0.00,3.94,0.00,N/A
172.66.161.170,4,4,0.00,3.94,0.00,N/A
190.93.247.13,4,4,0.00,3.95,0.00,N/A
104.27.34.117,4,4,0.00,3.95,0.00,N/A
104.27.37.90,4,4,0.00,3.96,0.00,N/A
173.245.58.163,4,4,0.00,3.96,0.00,N/A
162.159.250.144,4,4,0.00,3.96,0.00,N/A
104.27.23.149,4,4,0.00,3.96,0.00,N/A
162.159.0.243,4,4,0.00,3.97,0.00,N/A
162.159.240.229,4,4,0.00,3.97,0.00,N/A
162.159.253.38,4,4,0.00,3.97,0.00,N/A
104.27.35.248,4,4,0.00,3.97,0.00,N/A
162.159.244.29,4,4,0.00,3.97,0.00,N/A
104.24.175.75,4,4,0.00,3.98,0.00,N/A
162.159.90.194,4,4,0.00,4.00,0.00,N/A
104.24.88.195,4,4,0.00,4.01,0.00,N/A
188.114.98.179,4,4,0.00,4.01,0.00,N/A
104.27.26.146,4,4,0.00,4.01,0.00,N/A
190.93.246.85,4,4,0.00,4.03,0.00,N/A
172.66.198.178,4,4,0.00,4.03,0.00,N/A
104.24.164.30,4,4,0.00,4.03,0.00,N/A
172.66.204.50,4,4,0.00,4.04,0.00,N/A
104.27.38.95,4,4,0.00,4.04,0.00,N/A
104.27.19.54,4,4,0.00,4.07,0.00,N/A
172.66.210.116,4,4,0.00,4.07,0.00,N/A
162.159.91.123,4,4,0.00,4.08,0.00,N/A
172.66.208.54,4,4,0.00,4.09,0.00,N/A
188.114.97.18,4,4,0.00,4.09,0.00,N/A
104.24.191.126,4,4,0.00,4.09,0.00,N/A
172.66.197.2,4,4,0.00,4.10,0.00,N/A
172.67.131.164,4,4,0.00,4.11,0.00,N/A
162.159.248.44,4,4,0.00,4.11,0.00,N/A
172.66.139.131,4,4,0.00,4.11,0.00,N/A
104.24.157.100,4,4,0.00,4.11,0.00,N/A
104.27.11.17,4,4,0.00,4.12,0.00,N/A
162.159.236.32,4,4,0.00,4.12,0.00,N/A
141.101.90.91,4,4,0.00,4.13,0.00,N/A
162.159.243.182,4,4,0.00,4.14,0.00,N/A
172.66.195.193,4,4,0.00,4.15,0.00,N/A
162.159.95.190,4,4,0.00,4.15,0.00,N/A
104.24.183.220,4,4,0.00,4.17,0.00,N/A
104.27.22.31,4,4,0.00,4.17,0.00,N/A
162.159.92.34,4,4,0.00,4.18,0.00,N/A
104.24.190.248,4,4,0.00,4.18,0.00,N/A
104.27.25.113,4,4,0.00,4.19,0.00,N/A
172.66.205.105,4,4,0.00,4.19,0.00,N/A
104.24.171.123,4,4,0.00,4.19,0.00,N/A
172.66.199.229,4,4,0.00,4.19,0.00,N/A
162.159.232.120,4,4,0.00,4.20,0.00,N/A
190.93.244.50,4,4,0.00,4.21,0.00,N/A
104.27.45.8,4,4,0.00,4.22,0.00,N/A
104.27.36.168,4,4,0.00,4.22,0.00,N/A
188.114.96.82,4,4,0.00,4.23,0.00,N/A
162.159.237.112,4,4,0.00,4.24,0.00,N/A
104.27.47.247,4,4,0.00,4.24,0.00,N/A
104.27.21.68,4,4,0.00,4.25,0.00,N/A
162.159.94.40,4,4,0.00,4.25,0.00,N/A
104.27.49.132,4,4,0.00,4.26,0.00,N/A
172.66.193.234,4,4,0.00,4.26,0.00,N/A
104.24.189.149,4,4,0.00,4.27,0.00,N/A
172.66.175.233,4,4,0.00,4.28,0.00,N/A
104.27.43.79,4,4,0.00,4.28,0.00,N/A
104.16.24.27,4,4,0.00,4.29,0.00,N/A
104.24.159.72,4,4,0.00,4.30,0.00,N/A
104.24.204.71,4,4,0.00,4.30,0.00,N/A
104.24.193.247,4,4,0.00,4.31,0.00,N/A
172.66.196.136,4,4,0.00,4.31,0.00,N/A
104.24.202.205,4,4,0.00,4.32,0.00,N/A
172.66.173.174,4,4,0.00,4.33,0.00,N/A
172.66.158.116,4,4,0.00,4.34,0.00,N/A
104.24.158.187,4,4,0.00,4.35,0.00,N/A
172.66.159.211,4,4,0.00,4.37,0.00,N/A
172.66.176.189,4,4,0.00,4.37,0.00,N/A
172.66.174.221,4,4,0.00,4.40,0.00,N/A
104.27.39.211,4,4,0.00,4.41,0.00,N/A
172.66.177.77,4,4,0.00,4.41,0.00,N/A
162.159.233.69,4,4,0.00,4.42,0.00,N/A
104.27.42.58,4,4,0.00,4.43,0.00,N/A
172.66.164.115,4,4,0.00,4.43,0.00,N/A
172.66.171.5,4,4,0.00,4.43,0.00,N/A
162.159.228.134,4,4,0.00,4.44,0.00,N/A
104.27.48.169,4,4,0.00,4.44,0.00,N/A
172.66.156.29,4,4,0.00,4.44,0.00,N/A
172.66.153.93,4,4,0.00,4.45,0.00,N/A
104.16.21.225,4,4,0.00,4.46,0.00,N/A
104.27.124.177,4,4,0.00,4.47,0.00,N/A
162.159.93.134,4,4,0.00,4.48,0.00,N/A
104.16.28.43,4,4,0.00,4.48,0.00,N/A
104.16.23.208,4,4,0.00,4.49,0.00,N/A
104.24.201.167,4,4,0.00,4.49,0.00,N/A
172.66.169.223,4,4,0.00,4.50,0.00,N/A
172.66.168.196,4,4,0.00,4.52,0.00,N/A
104.16.8.235,4,4,0.00,4.52,0.00,N/A
172.66.192.131,4,4,0.00,4.54,0.00,N/A
172.66.151.216,4,4,0.00,4.56,0.00,N/A
104.27.46.213,4,4,0.00,4.58,0.00,N/A
172.66.136.6,4,4,0.00,4.58,0.00,N/A
172.66.167.249,4,4,0.00,4.59,0.00,N/A
104.16.6.57,4,4,0.00,4.60,0.00,N/A
172.66.194.203,4,4,0.00,4.60,0.00,N/A
104.27.122.185,4,4,0.00,4.61,0.00,N/A
172.66.150.239,4,4,0.00,4.63,0.00,N/A
172.66.163.34,4,4,0.00,4.66,0.00,N/A
172.66.154.33,4,4,0.00,4.66,0.00,N/A
104.27.44.22,4,4,0.00,4.70,0.00,N/A
104.24.200.206,4,4,0.00,4.70,0.00,N/A
173.245.59.29,4,4,0.00,4.75,0.00,N/A
162.159.13.11,4,4,0.00,4.76,0.00,N/A
104.24.179.8,4,4,0.00,4.76,0.00,N/A
104.27.120.131,4,4,0.00,4.76,0.00,N/A
104.24.203.108,4,4,0.00,4.77,0.00,N/A
104.27.121.251,4,4,0.00,4.77,0.00,N/A
104.16.12.62,4,4,0.00,4.78,0.00,N/A
104.27.123.176,4,4,0.00,4.80,0.00,N/A
104.27.118.138,4,4,0.00,4.82,0.00,N/A
162.159.27.239,4,4,0.00,4.83,0.00,N/A
104.16.11.242,4,4,0.00,4.85,0.00,N/A
104.27.77.231,4,4,0.00,4.86,0.00,N/A
104.16.18.54,4,4,0.00,4.86,0.00,N/A
104.24.221.109,4,4,0.00,4.87,0.00,N/A
104.27.117.212,4,4,0.00,4.88,0.00,N/A
104.16.17.210,4,4,0.00,4.90,0.00,N/A
104.24.198.178,4,4,0.00,4.90,0.00,N/A
104.24.194.169,4,4,0.00,4.91,0.00,N/A
104.16.14.95,4,4,0.00,4.94,0.00,N/A
172.67.139.153,4,4,0.00,4.94,0.00,N/A
104.27.119.13,4,4,0.00,4.94,0.00,N/A
104.27.76.172,4,4,0.00,4.95,0.00,N/A
104.27.73.219,4,4,0.00,4.95,0.00,N/A
104.24.199.121,4,4,0.00,4.97,0.00,N/A
104.27.69.198,4,4,0.00,4.97,0.00,N/A
162.159.239.160,4,4,0.00,4.97,0.00,N/A
104.16.19.187,4,4,0.00,4.98,0.00,N/A
104.27.115.2,4,4,0.00,4.98,0.00,N/A
104.16.15.210,4,4,0.00,4.98,0.00,N/A
162.159.23.111,4,4,0.00,4.99,0.00,N/A
104.27.113.194,4,4,0.00,5.01,0.00,N/A
104.27.75.149,4,4,0.00,5.02,0.00,N/A
104.27.116.179,4,4,0.00,5.03,0.00,N/A
104.27.114.227,4,4,0.00,5.06,0.00,N/A
104.16.25.98,4,4,0.00,5.07,0.00,N/A
104.24.173.81,4,4,0.00,5.08,0.00,N/A
104.16.27.186,4,4,0.00,5.09,0.00,N/A
104.16.13.249,4,4,0.00,5.12,0.00,N/A
162.159.251.185,4,4,0.00,5.14,0.00,N/A
104.16.20.73,4,4,0.00,5.14,0.00,N/A
104.16.22.34,4,4,0.00,5.16,0.00,N/A
104.16.7.144,4,4,0.00,5.18,0.00,N/A
104.16.16.243,4,4,0.00,5.19,0.00,N/A
104.27.70.194,4,4,0.00,5.19,0.00,N/A
104.16.9.246,4,4,0.00,5.20,0.00,N/A
104.24.156.38,4,4,0.00,5.24,0.00,N/A
104.27.71.68,4,4,0.00,5.25,0.00,N/A
104.27.111.107,4,4,0.00,5.27,0.00,N/A
104.24.196.26,4,4,0.00,5.27,0.00,N/A
104.16.3.176,4,4,0.00,5.29,0.00,N/A
104.16.1.249,4,4,0.00,5.30,0.00,N/A
162.159.26.253,4,4,0.00,5.30,0.00,N/A
104.27.91.166,4,4,0.00,5.30,0.00,N/A
172.66.166.4,4,4,0.00,5.32,0.00,N/A
104.24.195.117,4,4,0.00,5.32,0.00,N/A
104.16.2.88,4,4,0.00,5.33,0.00,N/A
162.159.17.104,4,4,0.00,5.34,0.00,N/A
162.159.255.28,4,4,0.00,5.35,0.00,N/A
172.66.165.106,4,4,0.00,5.36,0.00,N/A
162.159.22.159,4,4,0.00,5.38,0.00,N/A
104.27.109.103,4,4,0.00,5.39,0.00,N/A
104.24.210.186,4,4,0.00,5.40,0.00,N/A
104.27.108.77,4,4,0.00,5.40,0.00,N/A
162.159.20.160,4,4,0.00,5.41,0.00,N/A
104.27.68.33,4,4,0.00,5.41,0.00,N/A
104.27.67.135,4,4,0.00,5.42,0.00,N/A
104.16.10.12,4,4,0.00,5.43,0.00,N/A
104.16.5.29,4,4,0.00,5.44,0.00,N/A
162.159.245.145,4,4,0.00,5.44,0.00,N/A
104.24.208.123,4,4,0.00,5.44,0.00,N/A
162.159.21.40,4,4,0.00,5.45,0.00,N/A
162.159.24.203,4,4,0.00,5.46,0.00,N/A
162.159.18.163,4,4,0.00,5.47,0.00,N/A
104.27.66.46,4,4,0.00,5.48,0.00,N/A
162.159.19.31,4,4,0.00,5.49,0.00,N/A
104.27.106.229,4,4,0.00,5.51,0.00,N/A
162.159.242.22,4,4,0.00,5.52,0.00,N/A
104.27.105.19,4,4,0.00,5.52,0.00,N/A
104.27.92.217,4,4,0.00,5.53,0.00,N/A
104.27.107.53,4,4,0.00,5.56,0.00,N/A
104.27.64.40,4,4,0.00,5.56,0.00,N/A
104.27.103.246,4,4,0.00,5.56,0.00,N/A
104.24.206.70,4,4,0.00,5.59,0.00,N/A
162.159.8.234,4,4,0.00,5.59,0.00,N/A
104.27.110.157,4,4,0.00,5.59,0.00,N/A
104.24.205.134,4,4,0.00,5.62,0.00,N/A
104.27.65.190,4,4,0.00,5.65,0.00,N/A
172.66.157.24,4,4,0.00,5.65,0.00,N/A
108.162.198.1,4,4,0.00,5.65,0.00,N/A
104.27.88.211,4,4,0.00,5.66,0.00,N/A
162.159.252.104,4,4,0.00,5.66,0.00,N/A
104.27.57.76,4,4,0.00,5.69,0.00,N/A
162.159.9.85,4,4,0.00,5.69,0.00,N/A
104.27.104.50,4,4,0.00,5.70,0.00,N/A
104.27.99.30,4,4,0.00,5.71,0.00,N/A
104.16.36.146,4,4,0.00,5.71,0.00,N/A
104.27.98.116,4,4,0.00,5.72,0.00,N/A
162.159.5.171,4,4,0.00,5.72,0.00,N/A
104.27.90.41,4,4,0.00,5.72,0.00,N/A
162.159.3.32,4,4,0.00,5.73,0.00,N/A
172.66.152.226,4,4,0.00,5.73,0.00,N/A
104.27.87.148,4,4,0.00,5.74,0.00,N/A
104.27.101.50,4,4,0.00,5.76,0.00,N/A
162.159.4.248,4,4,0.00,5.76,0.00,N/A
162.159.7.96,4,4,0.00,5.79,0.00,N/A
104.27.102.43,4,4,0.00,5.79,0.00,N/A
104.27.86.176,4,4,0.00,5.79,0.00,N/A
162.159.1.60,4,4,0.00,5.81,0.00,N/A
104.27.79.61,4,4,0.00,5.82,0.00,N/A
104.27.55.168,4,4,0.00,5.83,0.00,N/A
104.27.53.80,4,4,0.00,5.84,0.00,N/A
104.27.82.50,4,4,0.00,5.84,0.00,N/A
162.159.6.146,4,4,0.00,5.85,0.00,N/A
104.27.83.63,4,4,0.00,5.87,0.00,N/A
104.27.81.126,4,4,0.00,5.88,0.00,N/A
104.24.192.38,4,4,0.00,5.88,0.00,N/A
162.159.241.43,4,4,0.00,5.88,0.00,N/A
104.24.197.69,4,4,0.00,5.90,0.00,N/A
104.27.51.172,4,4,0.00,5.94,0.00,N/A
104.27.85.32,4,4,0.00,5.94,0.00,N/A
162.159.10.69,4,4,0.00,5.96,0.00,N/A
162.159.2.193,4,4,0.00,5.98,0.00,N/A
173.245.49.190,4,4,0.00,5.99,0.00,N/A
104.27.56.48,4,4,0.00,5.99,0.00,N/A
104.27.89.91,4,4,0.00,6.01,0.00,N/A
104.16.63.63,4,4,0.00,6.02,0.00,N/A
104.27.59.185,4,4,0.00,6.02,0.00,N/A
104.27.100.89,4,4,0.00,6.02,0.00,N/A
104.27.60.93,4,4,0.00,6.04,0.00,N/A
104.27.54.7,4,4,0.00,6.06,0.00,N/A
104.27.62.253,4,4,0.00,6.06,0.00,N/A
104.27.61.8,4,4,0.00,6.09,0.00,N/A
104.16.34.67,4,4,0.00,6.09,0.00,N/A
104.16.40.132,4,4,0.00,6.12,0.00,N/A
104.27.50.227,4,4,0.00,6.13,0.00,N/A
104.27.58.232,4,4,0.00,6.14,0.00,N/A
162.159.60.21,4,4,0.00,6.17,0.00,N/A
104.16.95.241,4,4,0.00,6.17,0.00,N/A
162.159.61.2,4,4,0.00,6.20,0.00,N/A
104.16.30.76,4,4,0.00,6.23,0.00,N/A
104.27.52.188,4,4,0.00,6.23,0.00,N/A
104.27.112.178,4,4,0.00,6.23,0.00,N/A
104.16.59.90,4,4,0.00,6.24,0.00,N/A
104.27.74.112,4,4,0.00,6.24,0.00,N/A
104.27.80.42,4,4,0.00,6.27,0.00,N/A
104.16.54.76,4,4,0.00,6.30,0.00,N/A
104.16.37.151,4,4,0.00,6.32,0.00,N/A
104.27.41.114,4,4,0.00,6.33,0.00,N/A
104.27.78.97,4,4,0.00,6.34,0.00,N/A
104.16.104.48,4,4,0.00,6.40,0.00,N/A
104.27.94.117,4,4,0.00,6.42,0.00,N/A
104.27.40.159,4,4,0.00,6.43,0.00,N/A
104.16.100.14,4,4,0.00,6.43,0.00,N/A
104.27.72.122,4,4,0.00,6.45,0.00,N/A
104.24.222.52,4,4,0.00,6.46,0.00,N/A
104.16.61.151,4,4,0.00,6.46,0.00,N/A
162.159.58.163,4,4,0.00,6.47,0.00,N/A
162.159.48.238,4,4,0.00,6.49,0.00,N/A
104.25.18.5,4,4,0.00,6.50,0.00,N/A
104.16.57.195,4,4,0.00,6.54,0.00,N/A
104.24.220.147,4,4,0.00,6.54,0.00,N/A
104.16.87.119,4,4,0.00,6.58,0.00,N/A
104.24.219.12,4,4,0.00,6.58,0.00,N/A
162.159.56.4,4,4,0.00,6.63,0.00,N/A
104.16.4.7,4,4,0.00,6.66,0.00,N/A
104.27.97.21,4,4,0.00,6.68,0.00,N/A
162.159.62.20,4,4,0.00,6.68,0.00,N/A
162.159.57.161,4,4,0.00,6.69,0.00,N/A
104.16.84.118,4,4,0.00,6.70,0.00,N/A
104.25.62.178,4,4,0.00,6.73,0.00,N/A
104.24.214.15,4,4,0.00,6.73,0.00,N/A
162.159.50.116,4,4,0.00,6.78,0.00,N/A
104.24.231.137,4,4,0.00,6.79,0.00,N/A
162.159.46.96,4,4,0.00,6.79,0.00,N/A
162.159.40.70,4,4,0.00,6.79,0.00,N/A
104.24.216.202,4,4,0.00,6.80,0.00,N/A
104.16.49.125,4,4,0.00,6.80,0.00,N/A
104.24.251.183,4,4,0.00,6.83,0.00,N/A
104.16.39.179,4,4,0.00,6.83,0.00,N/A
162.159.43.34,4,4,0.00,6.84,0.00,N/A
162.159.41.153,4,4,0.00,6.84,0.00,N/A
104.24.232.249,4,4,0.00,6.84,0.00,N/A
162.159.25.202,4,4,0.00,6.85,0.00,N/A
162.159.42.19,4,4,0.00,6.87,0.00,N/A
162.159.49.172,4,4,0.00,6.87,0.00,N/A
104.24.224.218,4,4,0.00,6.88,0.00,N/A
104.16.65.17,4,4,0.00,6.92,0.00,N/A
104.24.230.129,4,4,0.00,6.93,0.00,N/A
104.16.52.190,4,4,0.00,6.93,0.00,N/A
162.159.33.0,4,4,0.00,6.93,0.00,N/A
104.16.48.68,4,4,0.00,6.94,0.00,N/A
162.159.35.210,4,4,0.00,6.95,0.00,N/A
104.16.44.239,4,4,0.00,6.96,0.00,N/A
104.24.250.14,4,4,0.00,6.96,0.00,N/A
104.24.218.169,4,4,0.00,6.96,0.00,N/A
104.24.207.30,4,4,0.00,6.97,0.00,N/A
104.24.229.118,4,4,0.00,6.97,0.00,N/A
162.159.34.189,4,4,0.00,6.98,0.00,N/A
104.24.217.177,4,4,0.00,6.99,0.00,N/A
104.16.43.233,4,4,0.00,7.01,0.00,N/A
162.159.36.26,4,4,0.00,7.02,0.00,N/A
162.159.51.137,4,4,0.00,7.02,0.00,N/A
104.24.252.95,4,4,0.00,7.06,0.00,N/A
104.16.130.148,4,4,0.00,7.06,0.00,N/A
104.24.225.222,4,4,0.00,7.07,0.00,N/A
104.24.211.107,4,4,0.00,7.08,0.00,N/A
104.24.247.132,4,4,0.00,7.09,0.00,N/A
104.24.215.131,4,4,0.00,7.09,0.00,N/A
104.24.212.29,4,4,0.00,7.10,0.00,N/A
104.24.243.139,4,4,0.00,7.10,0.00,N/A
162.159.32.57,4,4,0.00,7.12,0.00,N/A
104.16.68.163,4,4,0.00,7.12,0.00,N/A
104.27.96.169,4,4,0.00,7.13,0.00,N/A
104.24.244.94,4,4,0.00,7.13,0.00,N/A
104.16.46.73,4,4,0.00,7.13,0.00,N/A
104.16.70.231,4,4,0.00,7.14,0.00,N/A
104.24.246.194,4,4,0.00,7.17,0.00,N/A
104.27.95.195,4,4,0.00,7.18,0.00,N/A
104.24.240.184,4,4,0.00,7.19,0.00,N/A
104.24.248.157,4,4,0.00,7.22,0.00,N/A
104.27.84.109,4,4,0.00,7.24,0.00,N/A
104.27.63.82,4,4,0.00,7.25,0.00,N/A
104.16.132.15,4,4,0.00,7.25,0.00,N/A
104.26.14.138,4,4,0.00,7.25,0.00,N/A
104.24.245.54,4,4,0.00,7.29,0.00,N/A
104.16.72.105,4,4,0.00,7.31,0.00,N/A
104.16.42.157,4,4,0.00,7.32,0.00,N/A
104.24.213.175,4,4,0.00,7.33,0.00,N/A
104.24.242.240,4,4,0.00,7.34,0.00,N/A
104.16.31.170,4,4,0.00,7.34,0.00,N/A
104.25.75.73,4,4,0.00,7.35,0.00,N/A
104.25.98.45,4,4,0.00,7.35,0.00,N/A
104.16.33.73,4,4,0.00,7.36,0.00,N/A
104.25.36.26,4,4,0.00,7.36,0.00,N/A
104.16.41.209,4,4,0.00,7.41,0.00,N/A
104.27.93.0,4,4,0.00,7.41,0.00,N/A
104.26.0.97,4,4,0.00,7.43,0.00,N/A
104.25.254.131,4,4,0.00,7.45,0.00,N/A
104.26.4.238,4,4,0.00,7.46,0.00,N/A
104.26.10.220,4,4,0.00,7.47,0.00,N/A
104.26.8.246,4,4,0.00,7.48,0.00,N/A
104.24.209.155,4,4,0.00,7.49,0.00,N/A
104.16.76.206,4,4,0.00,7.50,0.00,N/A
104.25.139.99,4,4,0.00,7.52,0.00,N/A
104.16.129.251,4,4,0.00,7.53,0.00,N/A
104.26.6.123,4,4,0.00,7.53,0.00,N/A
104.26.7.95,4,4,0.00,7.54,0.00,N/A
104.25.252.117,4,4,0.00,7.55,0.00,N/A
104.25.255.95,4,4,0.00,7.56,0.00,N/A
104.16.111.219,4,4,0.00,7.56,0.00,N/A
104.26.1.157,4,4,0.00,7.58,0.00,N/A
104.16.102.133,4,4,0.00,7.58,0.00,N/A
104.25.44.248,4,4,0.00,7.58,0.00,N/A
104.25.253.110,4,4,0.00,7.59,0.00,N/A
104.26.13.43,4,4,0.00,7.59,0.00,N/A
104.25.97.240,4,4,0.00,7.60,0.00,N/A
104.25.90.95,4,4,0.00,7.61,0.00,N/A
104.26.12.55,4,4,0.00,7.62,0.00,N/A
104.26.15.89,4,4,0.00,7.63,0.00,N/A
104.16.108.75,4,4,0.00,7.64,0.00,N/A
104.25.31.126,4,4,0.00,7.65,0.00,N/A
104.16.105.124,4,4,0.00,7.66,0.00,N/A
104.25.249.208,4,4,0.00,7.66,0.00,N/A
104.16.109.76,4,4,0.00,7.66,0.00,N/A
104.16.55.209,4,4,0.00,7.67,0.00,N/A
104.26.11.29,4,4,0.00,7.68,0.00,N/A
104.25.86.252,4,4,0.00,7.71,0.00,N/A
104.16.107.190,4,4,0.00,7.73,0.00,N/A
104.25.130.243,4,4,0.00,7.74,0.00,N/A
104.26.9.40,4,4,0.00,7.76,0.00,N/A
104.25.30.181,4,4,0.00,7.77,0.00,N/A
104.26.5.194,4,4,0.00,7.77,0.00,N/A
104.25.85.67,4,4,0.00,7.77,0.00,N/A
104.25.33.62,4,4,0.00,7.79,0.00,N/A
104.25.248.194,4,4,0.00,7.83,0.00,N/A
104.16.50.43,4,4,0.00,7.83,0.00,N/A
104.16.29.59,4,4,0.00,7.87,0.00,N/A
104.25.83.17,4,4,0.00,7.87,0.00,N/A
104.16.32.148,4,4,0.00,7.89,0.00,N/A
104.16.97.207,4,4,0.00,7.90,0.00,N/A
104.16.38.36,4,4,0.00,7.90,0.00,N/A
104.25.10.69,4,4,0.00,7.91,0.00,N/A
104.25.65.245,4,4,0.00,7.92,0.00,N/A
104.25.25.159,4,4,0.00,7.92,0.00,N/A
104.25.27.130,4,4,0.00,7.93,0.00,N/A
104.16.35.77,4,4,0.00,7.94,0.00,N/A
104.25.246.3,4,4,0.00,7.95,0.00,N/A
104.25.23.197,4,4,0.00,7.95,0.00,N/A
104.16.88.157,4,4,0.00,7.98,0.00,N/A
104.25.19.136,4,4,0.00,7.99,0.00,N/A
104.16.98.149,4,4,0.00,7.99,0.00,N/A
104.25.21.83,4,4,0.00,7.99,0.00,N/A
104.25.66.188,4,4,0.00,7.99,0.00,N/A
104.25.244.76,4,4,0.00,8.00,0.00,N/A
104.25.26.179,4,4,0.00,8.00,0.00,N/A
104.16.67.117,4,4,0.00,8.03,0.00,N/A
104.16.60.253,4,4,0.00,8.03,0.00,N/A
104.25.28.228,4,4,0.00,8.06,0.00,N/A
104.16.81.182,4,4,0.00,8.11,0.00,N/A
104.25.245.13,4,4,0.00,8.15,0.00,N/A
104.16.85.139,4,4,0.00,8.18,0.00,N/A
162.159.12.166,4,4,0.00,8.22,0.00,N/A
104.16.62.237,4,4,0.00,8.24,0.00,N/A
104.25.17.229,4,4,0.00,8.24,0.00,N/A
104.16.128.54,4,4,0.00,8.24,0.00,N/A
104.25.6.168,4,4,0.00,8.26,0.00,N/A
104.16.86.25,4,4,0.00,8.29,0.00,N/A
104.16.80.97,4,4,0.00,8.31,0.00,N/A
104.25.5.17,4,4,0.00,8.33,0.00,N/A
104.25.2.222,4,4,0.00,8.33,0.00,N/A
104.26.3.174,4,4,0.00,8.37,0.00,N/A
104.25.106.3,4,4,0.00,8.40,0.00,N/A
104.24.235.84,4,4,0.00,8.41,0.00,N/A
104.16.56.217,4,4,0.00,8.41,0.00,N/A
104.26.2.105,4,4,0.00,8.41,0.00,N/A
104.16.82.92,4,4,0.00,8.42,0.00,N/A
104.24.236.69,4,4,0.00,8.43,0.00,N/A
104.25.230.57,4,4,0.00,8.44,0.00,N/A
104.25.104.195,4,4,0.00,8.44,0.00,N/A
104.25.107.228,4,4,0.00,8.45,0.00,N/A
104.25.118.198,4,4,0.00,8.45,0.00,N/A
104.16.45.95,4,4,0.00,8.49,0.00,N/A
104.25.251.25,4,4,0.00,8.49,0.00,N/A
104.25.229.192,4,4,0.00,8.49,0.00,N/A
104.25.82.230,4,4,0.00,8.50,0.00,N/A
104.25.115.124,4,4,0.00,8.50,0.00,N/A
104.25.74.39,4,4,0.00,8.51,0.00,N/A
104.25.76.108,4,4,0.00,8.51,0.00,N/A
104.25.117.59,4,4,0.00,8.52,0.00,N/A
104.24.228.85,4,4,0.00,8.52,0.00,N/A
104.24.253.166,4,4,0.00,8.54,0.00,N/A
104.16.83.202,4,4,0.00,8.56,0.00,N/A
104.25.102.107,4,4,0.00,8.57,0.00,N/A
104.25.7.91,4,4,0.00,8.57,0.00,N/A
104.25.37.55,4,4,0.00,8.58,0.00,N/A
104.25.250.164,4,4,0.00,8.58,0.00,N/A
104.24.234.153,4,4,0.00,8.58,0.00,N/A
104.16.51.10,4,4,0.00,8.60,0.00,N/A
104.25.223.149,4,4,0.00,8.61,0.00,N/A
104.24.233.121,4,4,0.00,8.62,0.00,N/A
104.25.141.124,4,4,0.00,8.64,0.00,N/A
104.16.26.128,4,4,0.00,8.65,0.00,N/A
104.25.116.100,4,4,0.00,8.65,0.00,N/A
104.25.54.221,4,4,0.00,8.67,0.00,N/A
104.25.20.211,4,4,0.00,8.68,0.00,N/A
104.25.89.1,4,4,0.00,8.68,0.00,N/A
104.24.237.62,4,4,0.00,8.71,0.00,N/A
104.25.227.125,4,4,0.00,8.72,0.00,N/A
104.25.63.110,4,4,0.00,8.73,0.00,N/A
104.24.238.175,4,4,0.00,8.74,0.00,N/A
104.25.112.101,4,4,0.00,8.75,0.00,N/A
104.16.77.97,4,4,0.00,8.75,0.00,N/A
104.25.238.29,4,4,0.00,8.75,0.00,N/A
104.25.226.70,4,4,0.00,8.77,0.00,N/A
104.25.224.52,4,4,0.00,8.77,0.00,N/A
104.25.88.67,4,4,0.00,8.78,0.00,N/A
104.25.68.221,4,4,0.00,8.78,0.00,N/A
104.16.73.90,4,4,0.00,8.79,0.00,N/A
104.25.114.201,4,4,0.00,8.83,0.00,N/A
104.25.240.49,4,4,0.00,8.83,0.00,N/A
104.16.106.27,4,4,0.00,8.83,0.00,N/A
104.25.110.177,4,4,0.00,8.84,0.00,N/A
104.25.8.207,4,4,0.00,8.84,0.00,N/A
104.25.69.175,4,4,0.00,8.87,0.00,N/A
